name,artists,popularity,danceability,valence,energy,explicit,key,liveness,loudness,speechiness,tempo
22 Acacia Avenue - Live at the Hammersmith Odeon; 1998 Remaster,['Iron Maiden'],21,0.179,0.29600000000000004,0.959,0,4,0.978,-8.3,0.0913,162.86
Con las botas puestas,['Ángeles Del Infierno'],34,0.257,0.165,0.767,0,4,0.238,-13.345999999999998,0.105,135.47299999999998
Inside Out - 2016 Remaster,['Phil Collins'],27,0.633,0.597,0.867,0,5,0.0555,-5.096,0.0256,94.803
Being Alive,['Barbra Streisand'],29,0.304,0.222,0.703,0,9,0.0642,-7.415,0.11,72.183
Besos Callejeros,['Las Chicas Del Can'],29,0.51,0.867,0.381,0,2,0.0566,-16.397000000000002,0.0417,150.762
The Kind Of Fella I Am,['John Mellencamp'],25,0.5920000000000001,0.848,0.929,0,4,0.0929,-3.263,0.0346,144.649
Don't Bang the Drum - 2004 Remaster,['The Waterboys'],38,0.485,0.162,0.893,0,4,0.0779,-7.545,0.0443,131.66
Born To Be Blue,['Tommy Flanagan Trio'],27,0.476,0.129,0.0672,0,2,0.156,-22.032,0.0394,115.351
Lucky,['The Dead Milkmen'],22,0.6579999999999999,0.444,0.746,0,2,0.277,-13.558,0.278,144.61
Yo Vengo A Ofrecer Mi Corazon,['Fito Paez'],47,0.8170000000000001,0.758,0.204,0,4,0.0848,-16.657,0.0856,119.616
Through The Blue,['Roger Eno'],29,0.314,0.127,0.0802,0,6,0.0763,-25.289,0.0383,139.101
Perdóname,['Estrellita'],35,0.368,0.29,0.329,0,0,0.0534,-12.493,0.0287,99.436
East St. Louis Toodle-Oo,['Steely Dan'],22,0.6709999999999999,0.636,0.287,0,0,0.294,-13.624,0.041,153.826
Lefty's Gone,['George Strait'],22,0.655,0.471,0.244,0,9,0.0875,-17.875999999999994,0.0262,103.35
Sex Rap - Remastered,['Red Hot Chili Peppers'],30,0.625,0.812,0.957,1,2,0.134,-4.697,0.0835,140.515
Give Me Back My Name,['Talking Heads'],21,0.762,0.7709999999999999,0.475,0,2,0.0937,-13.619000000000002,0.035,116.995
Shout,['Tears For Fears'],29,0.51,0.494,0.931,0,0,0.119,-11.12,0.0425,97.917
Princesa,['Joaquin Sabina y Viceversa'],48,0.5710000000000001,0.466,0.526,0,7,0.342,-11.777,0.0285,119.994
Tight Connection to My Heart (Has Anyone Seen My Love),['Bob Dylan'],32,0.612,0.759,0.81,0,11,0.289,-11.542,0.0574,104.926
For the Asking,['John R. Burr'],21,0.452,0.184,0.151,0,9,0.116,-20.55,0.0614,94.976
Animal Kingdom,['Meat Puppets'],21,0.51,0.934,0.7040000000000001,0,2,0.316,-9.127,0.0398,150.165
Tumse Milkar Na Jane,"['Lata Mangeshkar', 'Shabbir Kumar']",46,0.37,0.731,0.54,0,1,0.594,-9.553,0.0378,102.032
Dance Time In Texas,['George Strait'],22,0.682,0.716,0.535,0,2,0.128,-15.905,0.0435,113.597
Song for You Far Away,['James Taylor'],24,0.494,0.307,0.106,0,5,0.17,-20.829,0.029,98.799
Белая ночь,['Forum'],43,0.711,0.899,0.715,0,3,0.126,-8.571,0.0332,128.053
The Choke,['Skinny Puppy'],25,0.5579999999999999,0.231,0.7809999999999999,0,10,0.341,-14.531,0.0516,115.381
Dose of Thunder - 2008 Remaster,['The Replacements'],25,0.392,0.359,0.968,0,6,0.377,-6.034,0.18600000000000005,148.179
Ice,['Steven Wright'],23,0.389,0.0688,0.97,0,10,0.87,-11.208,0.92,145.489
Dancin' in the Key of Life,['Steve Arrington'],30,0.7290000000000001,0.775,0.64,0,11,0.0656,-11.026,0.0534,115.916
You Wear It Well,['DeBarge'],24,0.807,0.961,0.632,0,3,0.0478,-13.934,0.0482,124.003
No Lookin' Back,['Kenny Loggins'],25,0.5770000000000001,0.952,0.66,0,10,0.365,-12.938,0.0393,173.929
Walk It Down,['Talking Heads'],21,0.8,0.8440000000000001,0.541,0,4,0.21,-12.41,0.0321,98.322
Radio Africa,['Latin Quarter'],23,0.7559999999999999,0.787,0.35200000000000004,0,0,0.315,-13.187,0.0548,136.906
Cut Dead,['The Jesus and Mary Chain'],21,0.464,0.391,0.319,0,7,0.0898,-18.417,0.03,104.733
Secondhand Love,['Pete Townshend'],24,0.609,0.7759999999999999,0.778,0,10,0.106,-11.353,0.0307,94.351
Don't You (Forget About Me) - Live,['Simple Minds'],35,0.493,0.4920000000000001,0.855,0,9,0.904,-7.089,0.0477,119.057
Rotten To The Core,['Overkill'],26,0.294,0.275,0.955,0,9,0.198,-9.485,0.0686,102.299
Green Grow The Rushes - Remastered,['R.E.M.'],25,0.515,0.537,0.809,0,2,0.0953,-4.864,0.0323,128.533
Move On,['Black Roots'],35,0.784,0.564,0.15,0,1,0.145,-19.636,0.161,118.955
The Zoo - Live,['Scorpions'],28,0.393,0.341,0.616,0,8,0.4970000000000001,-11.914,0.0398,124.101
Share My World,['DeBarge'],23,0.457,0.172,0.275,0,10,0.0676,-16.495,0.0372,62.442
"RUNAWAY HORSES (""poetry written with a splash of blood"")","['Philip Glass', 'Kronos Quartet', 'Michael Riesman']",27,0.502,0.0873,0.0877,0,3,0.222,-21.341,0.0418,98.319
Book of Love,['Frankie Valli & The Four Seasons'],25,0.7020000000000001,0.74,0.672,0,11,0.135,-12.258,0.0736,94.2
De Profundis (Out Of The Depths Of Sorrow) [Remastered],['Dead Can Dance'],31,0.103,0.0396,0.383,0,5,0.0962,-9.195,0.0308,91.048
Slime Creatures from Outer Space,"['""Weird Al"" Yankovic']",23,0.705,0.557,0.954,0,5,0.311,-10.708,0.0499,108.091
Por Enquanto,['Legião Urbana'],53,0.763,0.575,0.256,0,6,0.132,-17.891,0.0398,121.905
Hiding Out,['Pete Townshend'],25,0.691,0.815,0.6890000000000001,0,8,0.0902,-13.327,0.0418,104.714
Television Man,['Talking Heads'],21,0.7559999999999999,0.957,0.535,0,9,0.0409,-12.465,0.0416,120.049
Gypsies In The Palace,['Jimmy Buffett'],21,0.573,0.909,0.404,0,7,0.26,-17.336,0.0609,174.59099999999995
She Used to Love Me a Lot,['David Allan Coe'],22,0.7390000000000001,0.556,0.312,0,11,0.0874,-16.576,0.051,95.956
The Moon Is Blue,['Colourbox'],28,0.5670000000000001,0.708,0.602,0,7,0.224,-10.552,0.0283,109.462
Poison Door,['Sisters of Mercy'],31,0.583,0.68,0.905,0,11,0.0736,-8.82,0.0358,127.375
Wedding Chorale / Beggars at the Feast,['Les Misérables-Original London Cast'],21,0.433,0.523,0.505,0,7,0.0931,-8.177,0.0926,71.007
Don't Stop The Dance - Todd Terje Remix,"['Bryan Ferry', 'Todd Terje']",33,0.6990000000000001,0.935,0.785,0,2,0.59,-13.119000000000002,0.0408,126.007
Hain's Point,['Rites of Spring'],25,0.223,0.569,0.943,0,7,0.189,-5.629,0.0515,113.338
We've Got to Stop (Meeting Like This),['Teena Marie'],21,0.491,0.247,0.476,0,6,0.0856,-6.567,0.0299,126.614
Cuando Estemos Juntos,"['Tatiana', 'Johnny Lozada']",36,0.71,0.7929999999999999,0.815,0,7,0.134,-4.97,0.0388,132.358
心裡日記 - 電影《打工皇帝》插曲,['Sam Hui'],34,0.7040000000000001,0.456,0.348,0,5,0.134,-15.977,0.0316,123.178
Cumbia Chonera,['Don Medardo'],37,0.7929999999999999,0.951,0.902,0,8,0.35200000000000004,-7.79,0.0701,108.724
Where Do The Children Go,['The Hooters'],21,0.475,0.314,0.583,0,9,0.0864,-12.456,0.0407,160.626
The Price Of Love,['Bon Jovi'],31,0.465,0.596,0.921,0,2,0.0552,-4.727,0.0665,143.236
Amor Imposible,['La Solucion'],31,0.594,0.954,0.877,0,7,0.0857,-5.048,0.0363,102.039
Ella,['Little Joe & La Familia'],21,0.411,0.302,0.29100000000000004,0,0,0.882,-11.800999999999998,0.0286,113.411
Charm the Snake,['Christopher Cross'],30,0.527,0.648,0.733,0,9,0.458,-12.556,0.0381,171.44099999999997
You Dropped A Bomb On Me,['The Gap Band'],46,0.8,0.79,0.439,0,9,0.29100000000000004,-17.734,0.0502,126.042
Lucky In Love,['Mick Jagger'],36,0.7,0.486,0.738,0,11,0.0495,-7.206,0.124,98.862
下雨天,"['Sandy Lam', '藍戰士']",34,0.8270000000000001,0.8240000000000001,0.48,0,6,0.34600000000000003,-14.886,0.0371,118.062
Las Dos Hermanas,['Bronco'],26,0.6809999999999999,0.921,0.6779999999999999,0,7,0.0167,-11.061,0.202,187.426
夢のつづき,['Anzen Chitai'],39,0.531,0.362,0.284,0,7,0.184,-16.146,0.0268,86.09299999999998
The Promise - 2010 Remaster,['Arcadia'],28,0.619,0.585,0.682,0,9,0.0373,-9.968,0.0384,116.755
Have You Ever Seen the Rain,['Johnny Cash'],28,0.722,0.807,0.387,0,4,0.142,-15.593,0.0343,119.11
A Pistol for Paddy Garcia,['The Pogues'],31,0.459,0.926,0.701,0,4,0.301,-14.012,0.0565,134.078
Fancy Dancer,['Bread'],29,0.623,0.919,0.711,0,11,0.106,-12.188,0.0371,98.21
Madhouse,['Anthrax'],26,0.319,0.489,0.967,0,9,0.8809999999999999,-3.768,0.197,163.48
Sanctified Lady,['Marvin Gaye'],24,0.825,0.909,0.77,0,6,0.305,-11.833,0.0441,116.292
夢伴,['Anita Mui'],33,0.745,0.609,0.8370000000000001,0,0,0.0825,-8.032,0.0407,132.281
The Ballad of Sally Rose,['Emmylou Harris'],28,0.368,0.409,0.194,0,10,0.11,-18.351,0.0458,150.368
Coconut Grove,['David Lee Roth'],26,0.493,0.262,0.0599,0,2,0.103,-24.219,0.0399,103.295
Screaming for a Love-Bite,['Accept'],31,0.508,0.598,0.807,0,4,0.329,-12.276,0.0495,140.184
Winning the War,"[""'Til Tuesday""]",24,0.696,0.789,0.71,0,11,0.412,-8.631,0.031,118.882
Rock Island Line,['Lonnie Donegan & His Skiffle Group'],22,0.598,0.457,0.462,0,2,0.236,-10.13,0.0957,113.655
Theme from Mash,['Ahmad Jamal'],29,0.378,0.645,0.4320000000000001,0,0,0.0832,-20.726,0.033,153.71200000000005
Mary's New Car,['Tom Petty and the Heartbreakers'],23,0.759,0.89,0.422,0,7,0.0913,-17.374000000000002,0.0345,118.385
Two Rivers,['The Adventures'],35,0.575,0.755,0.7240000000000001,0,4,0.0528,-11.814,0.0301,128.57299999999998
Taste of Cindy,['The Jesus and Mary Chain'],20,0.16899999999999998,0.551,0.812,0,11,0.339,-10.924,0.0415,138.711
Only a Dream in Rio,['James Taylor'],26,0.637,0.474,0.335,0,1,0.0971,-16.99,0.0314,116.129
The Big Chair,['Tears For Fears'],31,0.591,0.307,0.287,0,7,0.0835,-18.451,0.0353,83.95299999999997
Please Don't Walk Away,['George Benson'],32,0.72,0.615,0.489,0,9,0.0725,-9.165,0.028,99.157
Save Black Music,['Steel Pulse'],25,0.758,0.862,0.47,0,7,0.0414,-10.336,0.217,191.962
Walls of Jericho/Ride the Sky,['Helloween'],38,0.159,0.0389,0.948,0,9,0.0907,-6.1720000000000015,0.0882,153.089
Lay It Down Clown - 2008 Remaster,['The Replacements'],24,0.308,0.281,0.979,0,11,0.741,-6.278,0.128,171.669
City Boy Blues - Demo,['Mötley Crüe'],26,0.469,0.623,0.873,0,7,0.093,-5.136,0.0497,124.821
O.C. Life,['D.I.'],23,0.262,0.525,0.813,0,6,0.145,-11.276,0.0505,196.939
Someone to Love,['The Firm'],22,0.438,0.416,0.8,0,9,0.0565,-14.294,0.0382,93.445
Rachel,['Steven Wright'],22,0.39,0.159,0.89,0,0,0.362,-10.397,0.887,90.765
Beat The System - Beat The System Album Version,['Petra'],25,0.583,0.91,0.863,0,1,0.338,-9.293,0.0341,163.504
Silver Bells,['Ray Conniff'],27,0.464,0.426,0.184,0,9,0.201,-18.943,0.0283,106.273
Pledging My Love,['David Allan Coe'],21,0.337,0.34700000000000003,0.249,0,7,0.22,-16.993,0.0689,178.517
May There Always Be Sunshine,['Charlotte Diamond'],25,0.573,0.527,0.17600000000000002,0,4,0.11,-15.855,0.0355,116.947
Boys And Girls,['Bryan Ferry'],32,0.7070000000000001,0.528,0.455,0,11,0.0793,-9.666,0.0325,120.248
American Girl - Live At The Wiltern/1985,['Tom Petty and the Heartbreakers'],24,0.49,0.888,0.655,0,2,0.892,-13.023,0.0392,117.385
Every Turn of the World,['Christopher Cross'],29,0.665,0.911,0.7659999999999999,0,1,0.0512,-11.745,0.0331,139.523
If,['Bread'],27,0.388,0.342,0.17600000000000002,0,9,0.0977,-16.952,0.0299,97.628
SILENCE GA IPPAI,"['Kiyotaka Sugiyama', 'オメガトライブ']",27,0.595,0.297,0.284,0,9,0.184,-15.91,0.0325,80.23899999999998
The Character,['Morris Day'],21,0.852,0.975,0.579,0,4,0.0648,-12.027,0.0395,113.425
Modern Man,['Black Flag'],24,0.418,0.17,0.487,0,9,0.245,-15.130999999999998,0.0654,102.167
Easy Lover - Live 1997,['Phil Collins'],33,0.521,0.735,0.965,0,0,0.8029999999999999,-3.1830000000000003,0.045,128.0
Screw - 2006 Remaster,['The Cure'],21,0.769,0.64,0.915,0,0,0.212,-6.5539999999999985,0.0889,117.181
Stone Woman,['Bryan Ferry'],33,0.785,0.885,0.805,0,9,0.49,-7.1679999999999975,0.0383,130.309
Fistful Of Diamonds,['W.A.S.P.'],29,0.463,0.535,0.866,1,4,0.197,-7.436,0.0435,105.184
Beautiful End,['Strawberry Switchblade'],23,0.581,0.364,0.635,0,1,0.11,-6.767,0.0279,117.508
Radio Heart,['Charly McClain'],23,0.65,0.563,0.365,0,9,0.0995,-13.085,0.0288,97.76
Dog Eats Dog,['Les Misérables-Original London Cast'],21,0.653,0.324,0.6729999999999999,0,0,0.241,-8.782,0.0682,119.688
Home of the Brave,['Naked Raygun'],22,0.279,0.621,0.758,0,6,0.391,-11.874,0.0419,98.109
MISHIMA/Opening,"['Philip Glass', 'Kronos Quartet', 'Michael Riesman']",27,0.221,0.0611,0.109,0,10,0.0607,-21.781,0.0363,110.708
Let's Go All The Way,['Sly Fox'],27,0.659,0.7959999999999999,0.8079999999999999,0,5,0.31,-10.221,0.0359,98.25
Children of the Damned - Live at the Hammersmith Odeon; 1998 Remaster,['Iron Maiden'],20,0.16,0.258,0.945,0,4,0.976,-8.314,0.0964,195.659
Keep Me in the Dark - 2010 Remaster,['Arcadia'],27,0.691,0.765,0.6659999999999999,0,0,0.0873,-10.371,0.0377,126.166
Mutual Attraction - Single Version,['Change'],26,0.747,0.774,0.706,0,1,0.0373,-5.599,0.0394,104.483
難忘初戀的情人,['Teresa Teng'],34,0.453,0.474,0.213,0,1,0.105,-16.338,0.0369,92.592
Los Muchachos De Hoy,['Luis Miguel'],36,0.598,0.5770000000000001,0.8959999999999999,0,0,0.125,-5.079,0.0667,125.392
Die with Your Boots On - Live at the Hammersmith Odeon; 1998 Remaster,['Iron Maiden'],20,0.213,0.504,0.976,0,0,0.976,-8.383,0.125,193.583
Coming Out Of The Dark,['Gloria Estefan'],24,0.64,0.493,0.422,0,4,0.149,-11.739,0.0464,131.792
The Puppet,['Echo & the Bunnymen'],27,0.373,0.7140000000000001,0.715,0,2,0.64,-14.392,0.0455,149.96
Hallelujah - 2007 Remastered Version,['Prefab Sprout'],30,0.75,0.7759999999999999,0.546,0,6,0.0641,-9.265,0.027000000000000003,100.422
Respect,['Aretha Franklin'],25,0.802,0.968,0.305,0,0,0.304,-15.91,0.0475,114.83
The Flame - 2010 Remaster,['Arcadia'],27,0.7120000000000001,0.961,0.622,0,9,0.488,-11.033,0.0359,123.806
El Baile del Suavecito,"[""Oscar D'León"", 'Beny Moré']",36,0.7979999999999999,0.918,0.556,0,5,0.0817,-15.220999999999998,0.0528,95.436
My Dear Mr. Gaye,['Teena Marie'],21,0.373,0.455,0.7190000000000001,0,1,0.158,-6.053,0.0373,123.006
A Criminal Mind,['Gowan'],40,0.52,0.38,0.541,0,7,0.775,-14.587,0.0364,91.667
Sólo Tú,['José José'],38,0.573,0.34,0.529,0,6,0.0689,-8.758,0.0318,107.771
Victory,['Vince DiCola'],30,0.312,0.055,0.941,0,4,0.145,-11.514,0.0615,161.089
There's Nothing I Wouldn't Do,['Johnnie Taylor'],20,0.479,0.601,0.64,0,9,0.0708,-7.7429999999999986,0.0553,198.765
Keep Your Eye On The Money - Demo,['Mötley Crüe'],26,0.464,0.508,0.948,0,7,0.085,-5.67,0.0676,133.72899999999998
Look Mama,['Howard Jones'],27,0.713,0.654,0.934,0,0,0.271,-4.6,0.0302,117.251
Everybody Wants To Rule The World,['Tears For Fears'],22,0.645,0.535,0.795,0,7,0.104,-12.095,0.0527,112.067
Bad Sneakers,['Steely Dan'],21,0.6990000000000001,0.755,0.35100000000000003,0,11,0.107,-14.05,0.0588,113.816
Possession,['Sisters of Mercy'],30,0.526,0.522,0.6809999999999999,0,9,0.17600000000000002,-12.883,0.0389,195.422
One Of These Days,['The Velvet Underground'],26,0.321,0.701,0.5870000000000001,0,2,0.238,-14.248,0.0426,114.102
Lyin' Ass Bitch,['Fishbone'],22,0.5670000000000001,0.962,0.754,0,10,0.268,-11.74,0.146,183.72
Hold Me (with Teddy Pendergrass),"['Whitney Houston', 'Teddy Pendergrass']",28,0.545,0.199,0.377,0,2,0.159,-12.866,0.0274,116.249
Holiday - Live,['Scorpions'],27,0.467,0.349,0.464,0,8,0.972,-12.544,0.0325,112.514
Four Hugs A Day,['Charlotte Diamond'],27,0.8079999999999999,0.608,0.375,0,0,0.29100000000000004,-13.048,0.103,131.534
19 - Destruction Mix,['Paul Hardcastle'],36,0.7440000000000001,0.7290000000000001,0.7809999999999999,0,11,0.0501,-12.09,0.0816,117.859
Ni Princesa Ni Esclava,['Vikki Carr'],34,0.5820000000000001,0.389,0.229,0,0,0.229,-15.007,0.0544,104.884
Everybody Wants To Rule The World - Single Version,['Tears For Fears'],27,0.669,0.358,0.8029999999999999,0,2,0.0841,-9.447,0.0406,111.816
I Want My Girl,['Jesse Johnson'],20,0.738,0.644,0.404,0,9,0.579,-13.215,0.0261,85.354
I've Got Your Image,['Cameo'],23,0.667,0.7490000000000001,0.507,0,2,0.21,-10.813,0.0324,77.64
Blackout - Live,['Scorpions'],27,0.401,0.29,0.857,0,1,0.965,-9.851,0.0517,91.712
Houdou Nisbi,['Ziad Rahbani'],31,0.5870000000000001,0.495,0.184,0,7,0.0827,-18.954,0.0308,128.386
Eurasian Eyes,['Corey Hart'],29,0.599,0.331,0.452,0,11,0.13699999999999998,-11.883,0.0286,110.069
Le Bel Age,['Pat Benatar'],25,0.573,0.359,0.688,0,9,0.308,-10.859000000000002,0.0368,123.623
Millionaires Against Hunger,['Red Hot Chili Peppers'],29,0.815,0.5489999999999999,0.97,1,2,0.0348,-3.384,0.0834,117.264
Soldados,['Legião Urbana'],53,0.589,0.605,0.4320000000000001,0,10,0.0949,-14.089,0.0361,124.084
It's You That Really Matters,['Christopher Cross'],29,0.475,0.247,0.379,0,4,0.121,-14.978,0.0286,155.597
Tara,['Sourakata Koité'],31,0.521,0.488,0.0995,0,2,0.0751,-25.416,0.0442,72.499
Me Hace Falta una Flor,['Pimpinela'],39,0.512,0.285,0.209,0,9,0.159,-16.095,0.0462,90.92
Somewhere Tonight,['Bob Seger'],26,0.539,0.0884,0.331,0,4,0.102,-9.851,0.0354,118.822
Fire in the Rain,['Agent Orange'],24,0.324,0.457,0.735,0,9,0.109,-12.657,0.0566,83.311
Surgical Strike - Remastered,['Queensrÿche'],25,0.573,0.488,0.977,0,0,0.112,-4.4,0.0474,111.848
September Gurls,['The Bangles'],27,0.546,0.902,0.479,0,4,0.192,-14.617,0.0307,118.311
Scarred But Smarter,['Drivin N Cryin'],22,0.418,0.416,0.965,0,2,0.0498,-10.949000000000002,0.306,169.984
Tearing Us Apart,['Eric Clapton'],29,0.758,0.967,0.939,0,7,0.3,-4.485,0.0323,121.652
"The Secret, the Candle and Love","['Andreas Vollenweider', 'Walter Keiser', 'Pedro Haldemann', 'Jon Otis', 'Matthias Ziegler', 'Christoph Ziegler']",29,0.643,0.312,0.521,0,1,0.14400000000000002,-11.289,0.0348,116.871
"You Can Look (But You Better Not Touch) - Live at Nassau Coliseum, Uniondale, NY - December 1980",['Bruce Springsteen'],31,0.326,0.333,0.962,0,0,0.949,-11.35,0.0672,160.89
Pain Is So Close To Pleasure,['Queen'],22,0.7609999999999999,0.68,0.487,0,9,0.13699999999999998,-11.602,0.0259,112.164
Mighty and Superior,['Conflict'],28,0.231,0.0973,0.983,1,0,0.4270000000000001,-5.731,0.284,81.602
Moving Target,['The Outfield'],28,0.52,0.48,0.622,0,4,0.197,-12.703,0.0484,127.264
Summer of Love,"[""The B-52's""]",24,0.769,0.961,0.927,0,10,0.0307,-7.825,0.0452,130.892
Jealousy,['Club Nouveau'],23,0.8170000000000001,0.731,0.639,0,6,0.306,-12.337,0.0443,110.364
The Hunt,['New Model Army'],37,0.473,0.529,0.8190000000000001,0,5,0.125,-14.139,0.0534,169.892
Don't Lose Your Head - Remastered 2011,['Queen'],22,0.528,0.303,0.918,0,9,0.258,-6.007999999999999,0.0712,120.01
My Adidas,['Run–D.M.C.'],22,0.846,0.742,0.923,0,11,0.339,-4.6789999999999985,0.202,95.627
"Пока Горит Свеча - Из К/Ф ""Начни Сначала""",['Mashina Vremeni'],38,0.39,0.196,0.457,0,0,0.14,-6.979,0.0278,134.291
Say It Isn't True,['Agent Orange'],25,0.388,0.5760000000000001,0.805,0,9,0.0792,-11.477,0.0458,92.134
Street Lethal,"['Racer X', 'Paul Gilbert']",30,0.29600000000000004,0.0964,0.93,0,6,0.224,-10.422,0.0914,135.989
Tears,['The Chameleons'],22,0.426,0.55,0.454,0,8,0.107,-12.459,0.0288,135.114
"Seeds - Live at LA Coliseum, Los Angeles, CA - September 1985",['Bruce Springsteen'],31,0.424,0.423,0.877,0,11,0.906,-11.092,0.0538,127.248
All Summer Single,['Billy Idol'],31,0.59,0.586,0.735,0,0,0.0968,-8.19,0.0309,143.336
London - Remastered,['Queensrÿche'],25,0.517,0.179,0.915,0,9,0.075,-5.062,0.0724,133.69299999999998
Flowered Knife Shadows,['Harold Budd'],27,0.115,0.035,0.209,0,3,0.0878,-17.14,0.0412,56.082
Over the Shoulder,['Ministry'],25,0.606,0.612,0.986,0,11,0.173,-12.99,0.0412,120.054
(She Was A) Hotel Detective,['They Might Be Giants'],21,0.4270000000000001,0.477,0.826,0,2,0.235,-14.015999999999998,0.0532,137.266
Show You No Mercy,['Cro-Mags'],25,0.363,0.344,0.838,0,9,0.0738,-12.49,0.056,101.919
Bizarre Love Triangle - Single Remix,['New Order'],21,0.665,0.957,0.872,0,10,0.0575,-9.272,0.0442,118.597
Musique Non Stop - 2009 Remaster,['Kraftwerk'],22,0.7909999999999999,0.389,0.916,0,11,0.172,-11.753,0.138,108.183
Misery,['Soul Asylum'],30,0.395,0.34,0.743,0,0,0.0823,-6.113,0.0336,113.687
Easy Living,['W.A.S.P.'],33,0.316,0.282,0.894,1,10,0.234,-8.427,0.0503,76.979
"Be Exalted, O God","['Jeff Hamlin', ""Integrity's Hosanna! Music""]",32,0.414,0.304,0.409,0,9,0.41,-10.218,0.0258,79.601
Take Good Care of Me,['Jonathan Butler'],24,0.563,0.564,0.488,0,8,0.0446,-10.952,0.0259,149.317
Brownsville Girl,['Bob Dylan'],30,0.36,0.59,0.595,0,9,0.255,-11.186,0.0397,143.247
"Working On The Highway - Live at Giants Stadium, E. Rutherford, NJ - August 1985",['Bruce Springsteen'],33,0.263,0.6859999999999999,0.815,0,0,0.912,-11.566,0.0377,188.776
Haunted,['King Diamond'],28,0.298,0.573,0.87,0,2,0.35200000000000004,-11.105,0.0646,149.049
Sri Lalitha Sahasranama Stotram,['Bombay Sisters'],33,0.591,0.322,0.315,0,6,0.0705,-4.669,0.0696,139.399
Pain,"['Betty Wright', 'Latimore']",23,0.6409999999999999,0.634,0.513,0,8,0.0685,-13.356,0.0418,84.508
Before Too Long,['Paul Kelly'],21,0.584,0.782,0.825,0,2,0.279,-5.126,0.0282,133.873
Coisa de Pele,['Jorge Aragão'],53,0.6659999999999999,0.933,0.73,0,2,0.319,-10.347,0.054000000000000006,93.396
(Three Fingers Of) Love,['The Art Of Noise'],27,0.6779999999999999,0.233,0.483,0,4,0.0478,-8.711,0.0243,104.813
A Rowdy Brawl (- Pursuit),['Joe Hisaishi'],29,0.525,0.24,0.276,0,0,0.281,-13.517,0.0639,134.093
Opportunity,['Bobby McFerrin'],32,0.5539999999999999,0.461,0.127,0,3,0.141,-23.00800000000001,0.0967,102.85
"(Anesthesia) - Pulling Teeth (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986)",['Metallica'],22,0.258,0.29100000000000004,0.674,0,2,0.526,-13.341,0.0692,124.085
I'm Alive,['W.A.S.P.'],32,0.34600000000000003,0.381,0.8440000000000001,1,5,0.532,-8.208,0.0937,143.975
Blame It On You - 2006 Remastered,['Poison'],24,0.5379999999999999,0.478,0.972,0,1,0.235,-3.23,0.0453,104.354
Can't Stand It Any Longer,['TOTO'],36,0.452,0.581,0.782,0,7,0.184,-13.895,0.0389,175.47400000000005
Special,['Violent Femmes'],25,0.531,0.6859999999999999,0.521,0,9,0.141,-13.379,0.162,180.306
Bigmouth Strikes Again - Demo,['The Smiths'],31,0.517,0.89,0.8009999999999999,0,1,0.0961,-6.99,0.0438,134.009
Manhattan Skyline,['a-ha'],37,0.327,0.161,0.483,0,5,0.211,-13.663,0.0426,206.081
Heart's On Fire,['38 Special'],23,0.376,0.674,0.526,0,7,0.275,-17.105999999999998,0.04,186.243
Youth Culture Killed My Dog,['They Might Be Giants'],21,0.713,0.448,0.63,0,4,0.0697,-13.324000000000002,0.0797,149.018
Season Cycle - Remastered 2001,['XTC'],26,0.5489999999999999,0.495,0.693,0,4,0.299,-6.122000000000001,0.0311,118.384
Who Are You?,['Loose Ends'],22,0.856,0.8440000000000001,0.565,0,4,0.189,-12.401,0.0562,111.678
Getting Closer,['Billy Joel'],25,0.652,0.746,0.696,0,2,0.0937,-7.612,0.0513,87.75399999999998
I Believe,['Dailey & Vincent'],22,0.564,0.383,0.28,0,10,0.0767,-8.211,0.0328,94.287
"Встань, страх преодолей",['Aria'],45,0.518,0.7240000000000001,0.764,0,2,0.335,-12.899,0.0717,95.926
Let It Go,['LOUDNESS'],29,0.605,0.779,0.8109999999999999,0,6,0.08900000000000001,-12.608,0.0321,144.526
Something to Believe In,['Ramones'],31,0.376,0.474,0.85,0,9,0.149,-12.937,0.0459,178.405
"I Want Action - 2006 Remaster/7"" Single Version",['Poison'],23,0.525,0.594,0.945,0,3,0.238,-3.383,0.0497,146.736
今日はひとりきり,['秋元薫'],26,0.613,0.509,0.316,0,6,0.134,-15.78,0.0325,151.906
Snag it,['The Veterinary Street Jazz Band'],26,0.764,0.7659999999999999,0.28600000000000003,0,3,0.0636,-16.487000000000002,0.0699,118.342
Ricky's Hand,['Fad Gadget'],22,0.711,0.329,0.773,0,6,0.0438,-7.0470000000000015,0.0438,89.979
Pariyah,['Shahram Shabpareh'],30,0.861,0.8290000000000001,0.4970000000000001,0,1,0.0502,-11.569,0.168,121.917
Second Hand Heart,"['Bobby ""Blue"" Bland']",22,0.657,0.609,0.556,0,7,0.13699999999999998,-10.795,0.0927,149.76
One In A Million,['38 Special'],22,0.366,0.653,0.38,0,0,0.0507,-16.44,0.0323,118.511
Kristen,['Jeff Lorber'],28,0.61,0.271,0.7829999999999999,0,2,0.115,-6.3,0.0459,95.309
Book of Love,['Book Of Love'],25,0.705,0.894,0.71,0,3,0.0312,-12.665,0.0396,140.046
Still Around,['Robert Cray'],29,0.895,0.8909999999999999,0.539,0,5,0.0617,-13.713,0.0329,108.139
Is It Live,['Run–D.M.C.'],26,0.848,0.8140000000000001,0.763,0,6,0.0867,-12.421,0.301,96.682
